Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/UnmodifiablePipesTest.java@package inputFileJoined : String,src/test/data/InputData.java@public inputFileJoined : String,"[BlameRes(sha1='3b67f514d97b70910e30ef63eb71441694f028d3', oline='41', file_name='src/test/cascading/UnmodifiablePipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/tap/TapTest.java@package inputFileJoined : String,src/test/data/InputData.java@public inputFileJoined : String,"[BlameRes(sha1='4f39421d04411fa19631658d0000c2e79690cbc3', oline='28', file_name='src/test/cascading/tap/TapTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/BufferPipesTest.java@package inputFileNums20 : String,src/test/data/InputData.java@public inputFileNums20 : String,"[BlameRes(sha1='9236857b5f1f2c47ef900c866ac22c2e29e19d83', oline='29', file_name='src/test/cascading/ReducerPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/CoGroupFieldedPipesTest.java@package inputFileNums20 : String,src/test/data/InputData.java@public inputFileNums20 : String,"[BlameRes(sha1='9095638d8dc2c49cfa260a111ba7d7dbec3e2c27', oline='37', file_name='src/test/cascading/CoGroupFieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/FieldedPipesTest.java@package inputFileNums20 : String,src/test/data/InputData.java@public inputFileNums20 : String,"[BlameRes(sha1='713496d70018d40add3af7d428d98a1236996ae5', oline='42', file_name='src/test/cascading/FieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/RegressionPipesTest.java@package inputFileNums20 : String,src/test/data/InputData.java@public inputFileNums20 : String,"[BlameRes(sha1='00b86715a1f93619782fb943ece50146a9749cfd', oline='23', file_name='src/test/cascading/RegressionPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/UnmodifiablePipesTest.java@package inputFileNums20 : String,src/test/data/InputData.java@public inputFileNums20 : String,"[BlameRes(sha1='3b67f514d97b70910e30ef63eb71441694f028d3', oline='34', file_name='src/test/cascading/UnmodifiablePipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/flow/FlowProcessTest.java@package inputFileNums20 : String,src/test/data/InputData.java@public inputFileNums20 : String,"[BlameRes(sha1='7b02b3d2df116ea9fc85e7e5b59c7eebdaf4d2ad', oline='24', file_name='src/test/cascading/flow/FlowProcessTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/BufferPipesTest.java@package inputFileNums10 : String,src/test/data/InputData.java@public inputFileNums10 : String,"[BlameRes(sha1='9236857b5f1f2c47ef900c866ac22c2e29e19d83', oline='30', file_name='src/test/cascading/ReducerPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/CoGroupFieldedPipesTest.java@package inputFileNums10 : String,src/test/data/InputData.java@public inputFileNums10 : String,"[BlameRes(sha1='9095638d8dc2c49cfa260a111ba7d7dbec3e2c27', oline='38', file_name='src/test/cascading/CoGroupFieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/FieldedPipesTest.java@package inputFileNums10 : String,src/test/data/InputData.java@public inputFileNums10 : String,"[BlameRes(sha1='713496d70018d40add3af7d428d98a1236996ae5', oline='43', file_name='src/test/cascading/FieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/RegressionMiscTest.java@package inputFileNums10 : String,src/test/data/InputData.java@public inputFileNums10 : String,"[BlameRes(sha1='88dbcfde681f738030958baedfc4ad0df1a2d58b', oline='24', file_name='src/test/cascading/RegressionMiscTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/RegressionPipesTest.java@package inputFileNums10 : String,src/test/data/InputData.java@public inputFileNums10 : String,"[BlameRes(sha1='00b86715a1f93619782fb943ece50146a9749cfd', oline='24', file_name='src/test/cascading/RegressionPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/UnmodifiablePipesTest.java@package inputFileNums10 : String,src/test/data/InputData.java@public inputFileNums10 : String,"[BlameRes(sha1='3b67f514d97b70910e30ef63eb71441694f028d3', oline='35', file_name='src/test/cascading/UnmodifiablePipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/flow/FlowProcessTest.java@package inputFileNums10 : String,src/test/data/InputData.java@public inputFileNums10 : String,"[BlameRes(sha1='7b02b3d2df116ea9fc85e7e5b59c7eebdaf4d2ad', oline='25', file_name='src/test/cascading/flow/FlowProcessTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/BufferPipesTest.java@package inputFileCritics : String,src/test/data/InputData.java@public inputFileCritics : String,"[BlameRes(sha1='9236857b5f1f2c47ef900c866ac22c2e29e19d83', oline='31', file_name='src/test/cascading/ReducerPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/CoGroupFieldedPipesTest.java@package inputFileCritics : String,src/test/data/InputData.java@public inputFileCritics : String,"[BlameRes(sha1='9095638d8dc2c49cfa260a111ba7d7dbec3e2c27', oline='39', file_name='src/test/cascading/CoGroupFieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/DistanceUseCaseTest.java@package inputFileCritics : String,src/test/data/InputData.java@public inputFileCritics : String,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='39', file_name='src/test/cascading/DistanceUseCaseTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/FieldedPipesTest.java@package inputFileCritics : String,src/test/data/InputData.java@public inputFileCritics : String,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='34', file_name='src/test/cascading/FieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/RegressionPipesTest.java@package inputFileCritics : String,src/test/data/InputData.java@public inputFileCritics : String,"[BlameRes(sha1='00b86715a1f93619782fb943ece50146a9749cfd', oline='25', file_name='src/test/cascading/RegressionPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/UnmodifiablePipesTest.java@package inputFileCritics : String,src/test/data/InputData.java@public inputFileCritics : String,"[BlameRes(sha1='3b67f514d97b70910e30ef63eb71441694f028d3', oline='36', file_name='src/test/cascading/UnmodifiablePipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/BufferPipesTest.java@package inputFileLowerOffset : String,src/test/data/InputData.java@public inputFileLowerOffset : String,"[BlameRes(sha1='9236857b5f1f2c47ef900c866ac22c2e29e19d83', oline='35', file_name='src/test/cascading/ReducerPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/CoGroupFieldedPipesTest.java@package inputFileLowerOffset : String,src/test/data/InputData.java@public inputFileLowerOffset : String,"[BlameRes(sha1='9095638d8dc2c49cfa260a111ba7d7dbec3e2c27', oline='43', file_name='src/test/cascading/CoGroupFieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/FieldedPipesTest.java@package inputFileLowerOffset : String,src/test/data/InputData.java@public inputFileLowerOffset : String,"[BlameRes(sha1='e533c7bb155981e5e2d18645296c52f53534fbc4', oline='41', file_name='src/test/cascading/FieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/RegressionPipesTest.java@package inputFileLowerOffset : String,src/test/data/InputData.java@public inputFileLowerOffset : String,"[BlameRes(sha1='00b86715a1f93619782fb943ece50146a9749cfd', oline='29', file_name='src/test/cascading/RegressionPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/UnmodifiablePipesTest.java@package inputFileLowerOffset : String,src/test/data/InputData.java@public inputFileLowerOffset : String,"[BlameRes(sha1='3b67f514d97b70910e30ef63eb71441694f028d3', oline='40', file_name='src/test/cascading/UnmodifiablePipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/BufferPipesTest.java@package inputFileLhs : String,src/test/data/InputData.java@public inputFileLhs : String,"[BlameRes(sha1='9236857b5f1f2c47ef900c866ac22c2e29e19d83', oline='38', file_name='src/test/cascading/ReducerPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/CoGroupFieldedPipesTest.java@package inputFileLhs : String,src/test/data/InputData.java@public inputFileLhs : String,"[BlameRes(sha1='9095638d8dc2c49cfa260a111ba7d7dbec3e2c27', oline='46', file_name='src/test/cascading/CoGroupFieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/FieldedPipesTest.java@package inputFileLhs : String,src/test/data/InputData.java@public inputFileLhs : String,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='40', file_name='src/test/cascading/FieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/RegressionPipesTest.java@package inputFileLhs : String,src/test/data/InputData.java@public inputFileLhs : String,"[BlameRes(sha1='00b86715a1f93619782fb943ece50146a9749cfd', oline='32', file_name='src/test/cascading/RegressionPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/UnmodifiablePipesTest.java@package inputFileLhs : String,src/test/data/InputData.java@public inputFileLhs : String,"[BlameRes(sha1='3b67f514d97b70910e30ef63eb71441694f028d3', oline='43', file_name='src/test/cascading/UnmodifiablePipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/pipe/assembly/AssemblyHelpersTest.java@package inputFileLhs : String,src/test/data/InputData.java@public inputFileLhs : String,"[BlameRes(sha1='02504c59e03595417f4c339c1f7a0b55d1764477', oline='26', file_name='src/test/cascading/pipe/assembly/AssemblyHelpersTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/BufferPipesTest.java@package inputFileRhs : String,src/test/data/InputData.java@public inputFileRhs : String,"[BlameRes(sha1='9236857b5f1f2c47ef900c866ac22c2e29e19d83', oline='39', file_name='src/test/cascading/ReducerPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/CoGroupFieldedPipesTest.java@package inputFileRhs : String,src/test/data/InputData.java@public inputFileRhs : String,"[BlameRes(sha1='9095638d8dc2c49cfa260a111ba7d7dbec3e2c27', oline='47', file_name='src/test/cascading/CoGroupFieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/FieldedPipesTest.java@package inputFileRhs : String,src/test/data/InputData.java@public inputFileRhs : String,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='41', file_name='src/test/cascading/FieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/RegressionPipesTest.java@package inputFileRhs : String,src/test/data/InputData.java@public inputFileRhs : String,"[BlameRes(sha1='00b86715a1f93619782fb943ece50146a9749cfd', oline='33', file_name='src/test/cascading/RegressionPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/UnmodifiablePipesTest.java@package inputFileRhs : String,src/test/data/InputData.java@public inputFileRhs : String,"[BlameRes(sha1='3b67f514d97b70910e30ef63eb71441694f028d3', oline='44', file_name='src/test/cascading/UnmodifiablePipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/pipe/assembly/AssemblyHelpersTest.java@package inputFileRhs : String,src/test/data/InputData.java@public inputFileRhs : String,"[BlameRes(sha1='02504c59e03595417f4c339c1f7a0b55d1764477', oline='27', file_name='src/test/cascading/pipe/assembly/AssemblyHelpersTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/BufferPipesTest.java@package inputFileCross : String,src/test/data/InputData.java@public inputFileCross : String,"[BlameRes(sha1='9236857b5f1f2c47ef900c866ac22c2e29e19d83', oline='40', file_name='src/test/cascading/ReducerPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/CoGroupFieldedPipesTest.java@package inputFileCross : String,src/test/data/InputData.java@public inputFileCross : String,"[BlameRes(sha1='9095638d8dc2c49cfa260a111ba7d7dbec3e2c27', oline='48', file_name='src/test/cascading/CoGroupFieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/FieldedPipesTest.java@package inputFileCross : String,src/test/data/InputData.java@public inputFileCross : String,"[BlameRes(sha1='df4f51f76b4c35a66c7bbd7121a2c46887dd277a', oline='42', file_name='src/test/cascading/FieldedPipesTest.java')]",
cascading,3,"('85257e7842a5d45f18e6789ba5891d3877ed036b', '44a60773d1e8fa3c65ca4a66e2cdfd8effb730e1', '6113e6883a013d3d1020e3cea1d497687b5a050e')",Change Attribute Access Modifier,src/test/cascading/RegressionPipesTest.java@package inputFileCross : String,src/test/data/InputData.java@public inputFileCross : String,"[BlameRes(sha1='00b86715a1f93619782fb943ece50146a9749cfd', oline='34', file_name='src/test/cascading/RegressionPipesTest.java')]",
